名称,省,市,县,地址,介绍,985,211,软科排名,学校类型,学校属性,特色专业,2021分数线,2020分数线,2019分数线
辽宁民族师范高等专科学校,辽宁,沈阳市,,"沈阳校区：辽宁省沈阳市皇姑区崇山东路45号,阜新校区：辽宁省阜新市海州区育红路40号",辽宁民族师范高等专科学校成立于2012年，是一所隶属于省教育厅并在国家教育部备案的实施高职高专教育的全日制高等专科学校，前身为辽宁省朝鲜族师范学校和辽宁省蒙古族师范学校，两校分别诞生于1952年和1981年。20210914112641752.jpg目前，学校在沈阳校区和阜新校区办学。学校设有18个高等专科专业，还与相关高校合作举办成人本科教育，承担全省少数民族双语学校管理者和,否,否,,师范类,公办,"['小学教育（综合理科教育）（师范）', '学前教育', '小学语文教育', '大数据与会计', '中国少数民族语言文化（朝鲜语）', '民族表演艺术', '中国少数民族语言文化', '小学教育', '旅游管理', '应用韩语']",,, 文科：474.00 
威海海洋职业学院,山东,威海市,荣成市,山东省威海市荣成市海湾南路1000号,威海海洋职业学院坐落于美丽的海滨之城——山东威海，是一所经山东省人民政府批准、国家教育部备案的国有公办全日制普通高等专科学校。学院以习近平新时代中国特色社会主义思想为指导，深入贯彻落实党的十九大和十九届历次全会精神，紧紧围绕山东省新旧动能转换重大工程，以立德树人为根本，以“办人民满意的教育”为目标，以提升学生核心素养为重点，以推进,否,否,,综合类,公办,"['药品经营与管理', '水产养殖技术', '动物药学', '药品生物技术', '药品生物技术（与扬子江药业校企合作）', '食品质量与安全', '食品药品监督管理', '船舶工程技术', '船舶检验', '港口与航道工程技术']", 文科：287.00 理科：243.00 , 文科：310.00 理科：263.00 , 文科：344.00 理科：280.00 
哈尔滨理工大学荣成校区,山东,威海市,荣成市,山东省荣成市学院路2006号,为了迎接我校70周年校庆，展现多年来我院在教学科研创新方面取得的丰硕成果，9月16日，“哈尔滨理工大学荣成学院教学科研成果展”在图书馆大厅举行，集中展示了近年来学院所取得教学和科研成果。校党委常委、工会主席兼荣成学院院长徐向晨，学院常务副院长杜野、副院长刘云峰、校纪检监察处副处长兼荣成学院纪检监察室主任赵运平及有关部门负责人莅临现场，进行,否,否,,理工类,公办,"['国际经济与贸易', '俄语', '日语', '朝鲜语', '商务英语', '机械设计制造及其自动化', '材料成型及控制工程', '机械电子工程', '电子信息工程', '自动化']",,,
贵阳幼儿师范高等专科学校,贵州,贵阳市,清镇市,贵州省贵阳市清镇职教城时光校区,贵阳幼儿师范高等专科学校前身贵阳幼儿师范学校，建于1984年，是贵州最早一所培养培训幼儿师资的专业学校；2012年12月，经省政府批准、教育部备案，升格为贵阳幼儿师范高等专科学校。学校以习近平新时代中国特色社会主义思想为指导，全面贯彻党的教育方针，坚持社会主义办学方向，牢记“为党育人、为国育才”使命，立足贵阳、服务贵州、辐射西南、走向东盟，强化,否,否,,师范类,公办,"['美术教育', '音乐教育', '社会工作', '特殊教育', '舞蹈表演', '音乐表演', '书画艺术', '国际标准舞', '婴幼儿托育服务与管理', '健身指导与管理']",,,
江苏财会职业学院,江苏,连云港市,海州区,江苏省连云港市海州区春晖路8号,江苏财会职业学院是江苏省财政厅直属全日制普通高等学校。地处一带一路交汇点及亚欧大陆桥东方桥头堡连云港，位于风景秀丽的花果山西麓，是财经人才培养的重要基地。学校前身为连云港市会计职业学校，始建于1964年9月2日。在半个世纪的办学历程中，历经“连云港市会计学校”（1965年）、“连云港市财经学校”（1973年）、“七•二一财经大学”（1976年）、“连云港,否,否,,财经类,公办,"['市场营销', '软件技术', '社会工作', '大数据与审计', '财税大数据应用', '政府采购管理', '大数据与会计', '统计与会计核算', '大数据技术', '关务与外贸服务']", 文科：436.00 理科：210.00 , 文科：426.00 理科：255.00 , 文科：412.00 理科：363.00 
鄂尔多斯生态环境职业学院,内蒙古,鄂尔多斯市,康巴什区,内蒙古自治区鄂尔多斯市康巴什新区萨如拉北路5号,鄂尔多斯生态环境职业学院于2014年4月经教育部批准，在原鄂尔多斯市农牧学校基础上成立的公办全日制普通高等职业院校。学院的基本定位是：立足当地、面向西部、服务全区，以全日制高等职业教育为主体，中等职业教育、成人继续教育和培训共同发展，培养具有崇高职业理想和良好职业素养的现代化职业技能人才。学院坐落在鄂尔多斯市城市核心区——康巴什区，学院布,否,否,,其他,公办,"['园林技术', '机电一体化技术', '电子信息工程技术', '汽车检测与维修技术', '动物医学', '发电厂及电力系统', '电子商务', '园艺技术', '市政工程技术', '给排水工程技术']",,,
扎兰屯职业学院,内蒙古,呼伦贝尔市,,内蒙古自治区呼伦贝尔市扎兰屯市秀水路,扎兰屯职业学院是经内蒙古自治区人民政府批准、国家教育部核准备案的一所公办全日制普通高等职业院校。学院位于“中国最美草原”“中国最佳民族风情魅力城市”—内蒙古自治区呼伦贝尔市。学院由始建于1946年的扎兰屯幼儿师范学校、1952年成立的内蒙古扎兰屯林业学校、1952年成立的内蒙古扎兰屯农牧学校和1959年成立的呼伦贝尔市卫生学校合并组建，具有悠久的历史传,否,否,,综合类,公办,"['林业技术', '园林技术', '畜牧兽医', '护理', '学前教育', '旅游管理', '计算机应用技术', '汽车检测与维修技术', '绿色食品生产技术', '口腔医学技术']",,,
内蒙古民族幼儿师范高等专科学校,内蒙古,鄂尔多斯市,东胜区,内蒙古自治区鄂尔多斯市东胜区铁西职业教育园区厚德路18号,内蒙古民族幼儿师范高等专科学校始建于1980年，时名伊克昭盟蒙古族师范学校，1989年更名为内蒙古民族幼儿师范学校，2000年与原伊克昭盟艺术学校合并，成立内蒙古民族幼儿师范艺术学校，2012年升格为高等专科学校。学校是内蒙古自治区唯一一所使用蒙汉双语授课、以培养培训学前教育师资为主的公办全日制幼儿师范高等专科学校。学校位于内蒙古自治区经济发展“金三角,否,否,,师范类,公办,"['音乐教育', '美术教育', '音乐表演', '动漫设计', '早期教育', '艺术教育', '特殊教育', '舞蹈表演', '学前教育', '小学教育']",,,
惠州城市职业学院,广东,惠州市,,广东省惠州市惠城区惠南大道明德路1号,惠州城市职业学院（英文全称：CityCollegeofHuizhou）于2014年3月经广东省人民政府批准成立，是广东省教育厅主管的一所公办全日制普通高等院校（学校代码：14510，高考录取批次：专科批次、高职“3+证书”、学业水平考试、自主招生、高职专业学院、五年一贯制、现代学徒制、高职扩招等）。在2020年度高等职业教育“创新强校”考核评审中，获得B类高职院校第五名。校址位于,否,否,,综合类,公办,"['计算机网络技术', '会计信息管理', '移动应用开发', '社会工作', '工业机器人技术', '机电一体化技术', '早期教育', '学前教育', '新能源汽车技术', '服装与服饰设计']", 文科：334.00 , 文科：353.00 , 文科：318.00 
广东酒店管理职业技术学院,广东,东莞市,全市,广东省东莞市厚街镇学府路1号,广东酒店管理职业技术学院是经广东省人民政府批准、国家教育部备案、广东省教育厅主管的一所全日制普通高等职业院校。学校创立于2016年，同年正式纳入国家普通高考招生计划，颁发国家普通高校毕业证书，目前在校生超过5000人。是一所区位优势明显、办学条件良好、充满年轻活力、朝气蓬勃的学校。地理区位优越，校园环境优美。学校坐落在粤港澳大湾区科创经济带核,否,否,,综合类,民办,"['中药学', '音乐表演', '护理', '室内艺术设计', '市场营销', '智能控制技术', '软件技术', '计算机网络技术', '健身指导与管理', '商务英语']", 文科：299.00 , 文科：292.00 , 文科：431.00 理科：321.00 
广西金融职业技术学院,广西,南宁市,,"东校区：广西壮族自治区南宁市大学东路91号,西校区：广西壮族自治区南宁市大学西路168号",广西金融职业技术学院，以中国人民银行总行于1952年创办的广西银行学校和1953年设立的广西银行干部学校为基础，于2014年1月经广西壮族自治区人民政府批准并报中华人民共和国教育部备案而创建，直属广西壮族自治区教育厅管理，是广西唯一的一所以培养、培训银行、证券、保险、信贷等金融经济类人才为任务的全日制高等职业教育学府，享有“广西金融人才的摇篮”之美,否,否,,财经类,公办,"['国际经济与贸易', '计算机应用技术', '信用管理', '旅游管理', '工商企业管理', '市场营销', '电子商务', '农村金融', '跨境电子商务', '酒店管理与数字化运营']", 文科：346.00 理科：274.00 ,, 文科：255.00 
烟台黄金职业学院,山东,烟台市,,山东省烟台市招远滨海新区金海大道996号,烟台黄金职业学院是由山东省人民政府批准、教育部备案的全日制普通高等职业院校，属于大型国有企业招金集团投资兴办（国企办学，公益大学），执行国家普通高校统一招生计划，面向全国招生，颁发教育部统一印制的普通高等教育专科学历证书，学生毕业时享受国家普通高等学校毕业生待遇。目前，在校生人数8000多人。学院由大型国有企业--山东招金集团投资兴办。招,否,否,,综合类,民办,"['电气自动化技术', '机械设计与制造', '首饰设计与工艺', '宝玉石鉴定与加工', '环境工程技术', '商务英语', '通风技术与安全管理', '工程地质勘查', '婴幼儿托育服务与管理', '矿产地质勘查']", 文科：376.00 , 文科：201.00 , 文科：445.00 理科：264.00 
